building STRAT-011 features...
  120111 M5 bars
=== STRAT-011 sweep: 48 configs, rank by MIN(IS,OOS) ===
[35/48] IS  64.3 OOS  58.5 MIN  58.5 (oos 83/142d brch 0) 16s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[36/48] IS  53.3 OOS  51.7 MIN  51.7 (oos 60/116d brch 0) 16s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[37/48] IS  50.8 OOS  47.2 MIN  47.2 (oos 67/142d brch 0) 15s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[38/48] IS  47.0 OOS  48.7 MIN  47.0 (oos 56/115d brch 0) 16s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[39/48] IS  49.9 OOS  39.4 MIN  39.4 (oos 56/142d brch 0) 17s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[40/48] IS  41.0 OOS  38.8 MIN  38.8 (oos 45/116d brch 0) 17s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[41/48] IS  52.4 OOS  50.0 MIN  50.0 (oos 71/142d brch 0) 15s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[42/48] IS  47.7 OOS  50.4 MIN  47.7 (oos 58/115d brch 0) 15s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[43/48] IS  58.7 OOS  50.7 MIN  50.7 (oos 72/142d brch 0) 16s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[44/48] IS  45.6 OOS  44.8 MIN  44.8 (oos 52/116d brch 0) 16s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[45/48] IS   0.4 OOS   0.0 MIN   0.0 (oos 0/142d brch 73) 15s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[46/48] IS   0.0 OOS   0.0 MIN   0.0 (oos 0/115d brch 58) 16s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
