building STRAT-011 features...
  120111 M5 bars
=== STRAT-011 sweep: 32 configs, rank by MIN(IS,OOS) ===
[32/32] IS   2.9 OOS   1.2 MIN   1.2 (oos 2/171d brch 58) 23s | BEST  42.8 {'rr': 1.3, 'risk_pct': 2.5, 'recross': False, 'require15': False, 'm1trig': True}

=== TOP 8 BY MIN ===
  MIN  42.8 IS  42.8 OOS  46.8 oosD 171 brch 0 {'rr': 1.3, 'risk_pct': 2.5, 'recross': False, 'require15': False, 'm1trig': True}
  MIN  39.9 IS  39.9 OOS  42.1 oosD 171 brch 1 {'rr': 1.5, 'risk_pct': 2.5, 'recross': False, 'require15': False, 'm1trig': True}
  MIN  39.1 IS  39.1 OOS  41.8 oosD 170 brch 10 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False, 'm1trig': True}
  MIN  34.5 IS  34.5 OOS  36.7 oosD 169 brch 0 {'rr': 2.0, 'risk_pct': 1.5, 'recross': False, 'require15': False, 'm1trig': True}
  MIN  33.6 IS  33.6 OOS  35.7 oosD 171 brch 4 {'rr': 1.0, 'risk_pct': 2.5, 'recross': False, 'require15': False, 'm1trig': True}
  MIN  33.1 IS  33.1 OOS  39.4 oosD 170 brch 15 {'rr': 1.3, 'risk_pct': 2.0, 'recross': False, 'require15': False, 'm1trig': True}
  MIN  31.7 IS  31.7 OOS  35.7 oosD 171 brch 25 {'rr': 2.0, 'risk_pct': 2.0, 'recross': False, 'require15': False, 'm1trig': True}
  MIN  29.9 IS  29.9 OOS  31.7 oosD 142 brch 6 {'rr': 2.0, 'risk_pct': 2.0, 'recross': False, 'require15': False, 'm1trig': False}

DONE=NO best MIN 42.8%
